,Marea,,,N%,,,C%,,,ADF%,,,ADL%,,,Cellulose%,,,_15N,,
Wave.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.
Intercept,116.849,125.063,41.520,1.612,1.162,0.342,59.220,58.980,3.293,59.108,59.547,4.280,35.437,36.527,3.734,25.957,25.905,2.377,-11.283,-11.154,1.466
1815,16.145,15.914,2.061,-0.219,-0.204,0.067,1.480,1.400,0.580,15.729,15.342,4.612,15.169,15.596,4.385,8.231,7.650,3.072539623,-1.486,-1.608,2.024
1816,16.630,16.394,2.076,-0.237,-0.220,0.068,1.238,1.177,0.572,15.942,15.527,4.542,15.986,16.411,4.452,8.429,7.836,3.090769618,-1.847,-2.015,1.926
1817,16.839,16.594,2.076,-0.253,-0.236,0.070,0.933,0.898,0.576,16.564,16.063,4.559,16.314,16.675,4.427,9.550,8.880,3.022028998,-1.768,-1.951,1.853
1818,17.101,16.853,2.074,-0.249,-0.231,0.069,0.686,0.657,0.568,17.431,16.941,4.568,15.614,15.921,4.266,10.481,9.785,2.932874488,-0.363,-0.424,1.702
1819,17.343,17.092,2.068,-0.264,-0.245,0.069,0.677,0.611,0.557,17.259,16.894,4.631,14.685,15.003,4.188,10.821,10.156,3.028878092,-0.986,-1.035,1.673
1820,17.351,17.101,2.066,-0.293,-0.273,0.071,0.508,0.449,0.574,16.804,16.562,4.801,13.948,14.281,4.235,10.820,10.186,3.124796983,-2.524,-2.651,1.844
1821,17.431,17.187,2.064,-0.274,-0.255,0.069,0.450,0.391,0.560,18.611,18.395,4.757,14.946,15.253,4.215,11.788,11.098,3.006811331,-2.591,-2.693,1.829
1822,17.615,17.374,2.073,-0.262,-0.243,0.069,0.814,0.683,0.555,20.143,19.945,4.679,17.475,17.786,4.366,12.553,11.808,2.921968961,-2.522,-2.624,1.628
1823,17.771,17.529,2.085,-0.265,-0.246,0.069,0.981,0.813,0.553,20.347,20.223,4.685,18.418,18.757,4.392,12.615,11.877,2.894651873,-2.676,-2.791,1.591
1824,18.026,17.780,2.108,-0.277,-0.257,0.070,1.120,0.932,0.553,20.171,20.061,4.703,18.857,19.232,4.307,12.604,11.880,2.818204895,-2.287,-2.428,1.557
1825,18.344,18.093,2.128,-0.271,-0.251,0.069,0.974,0.794,0.534,19.558,19.617,4.697,18.185,18.598,4.073,13.016,12.315,2.792862402,-1.863,-1.931,1.528
1826,18.504,18.254,2.143,-0.293,-0.272,0.069,0.771,0.584,0.520,19.477,19.682,4.785,18.464,18.931,4.141,13.346,12.662,2.868292289,-2.212,-2.223,1.536
1827,18.612,18.361,2.148,-0.313,-0.290,0.071,0.742,0.538,0.521,21.373,21.443,4.895,18.931,19.410,4.293,14.196,13.481,2.948541441,-2.706,-2.704,1.612
1828,18.825,18.569,2.137,-0.318,-0.295,0.072,0.675,0.462,0.516,22.742,22.765,4.889,18.071,18.513,4.226,15.609,14.858,2.942776385,-2.480,-2.433,1.620
1829,19.141,18.882,2.138,-0.339,-0.314,0.074,0.406,0.208,0.525,22.627,22.757,4.842,16.443,16.875,4.060,15.744,14.980,2.854568198,-1.515,-1.385,1.585
1830,19.423,19.158,2.154,-0.341,-0.315,0.074,0.428,0.225,0.525,23.514,23.617,4.901,15.870,16.315,3.936,15.384,14.606,2.764964153,-0.910,-0.742,1.631
1831,19.497,19.229,2.165,-0.323,-0.298,0.073,0.597,0.371,0.507,22.658,22.916,4.935,15.824,16.295,3.917,15.358,14.598,2.713177996,-1.066,-0.935,1.644
1832,19.536,19.265,2.170,-0.327,-0.302,0.073,0.619,0.377,0.504,22.488,22.822,4.933,16.178,16.668,3.918,15.789,15.008,2.729949091,-0.995,-0.870,1.612
1833,19.399,19.129,2.175,-0.337,-0.311,0.073,0.472,0.225,0.489,24.821,25.016,4.992,19.566,20.060,4.217,18.153,17.211,2.924595788,-1.080,-0.956,1.576
1834,19.411,19.137,2.182,-0.341,-0.315,0.073,0.425,0.167,0.487,25.883,26.036,5.079,20.602,21.114,4.333,18.914,17.938,2.989115575,-0.982,-0.845,1.608
1835,19.434,19.151,2.178,-0.356,-0.329,0.075,0.532,0.237,0.493,26.021,26.197,5.163,21.147,21.685,4.413,19.216,18.285,2.987602342,-0.738,-0.581,1.644
1836,19.408,19.121,2.184,-0.365,-0.337,0.076,0.405,0.108,0.513,25.156,25.457,5.097,19.429,20.003,4.285,18.519,17.628,2.961334037,-0.916,-0.763,1.642
1837,19.511,19.224,2.200,-0.360,-0.332,0.076,0.221,-0.059,0.514,23.849,24.214,4.904,17.361,17.978,4.058,17.879,17.007,2.950221025,-0.434,-0.256,1.618
1838,19.717,19.433,2.215,-0.347,-0.319,0.075,0.007,-0.251,0.516,22.932,23.369,4.872,16.404,17.058,3.953,17.176,16.357,2.895462284,0.181,0.405,1.603
1839,19.630,19.352,2.228,-0.339,-0.311,0.075,-0.331,-0.557,0.517,25.038,25.363,5.098,17.166,17.755,4.099,18.481,17.535,2.946751,0.062,0.314,1.624
1840,19.640,19.363,2.239,-0.344,-0.316,0.075,-0.354,-0.590,0.523,25.054,25.394,5.199,17.471,17.975,4.220,20.305,19.209,3.057028329,0.206,0.468,1.701
1841,19.674,19.398,2.250,-0.335,-0.308,0.076,-0.353,-0.596,0.527,23.919,24.343,5.144,17.255,17.739,4.262,20.105,18.993,3.024819084,0.305,0.576,1.721
1842,19.683,19.403,2.261,-0.320,-0.293,0.077,-0.035,-0.323,0.523,23.067,23.576,5.174,17.684,18.140,4.376,18.661,17.611,2.888571409,-0.367,-0.111,1.749
1843,19.658,19.379,2.275,-0.303,-0.277,0.077,-0.352,-0.599,0.536,22.611,23.201,5.161,17.201,17.661,4.371,18.114,17.050,2.827762609,-0.384,-0.111,1.778
1844,19.713,19.436,2.289,-0.275,-0.250,0.075,-0.697,-0.893,0.561,20.021,20.856,4.919,15.112,15.651,4.201,16.730,15.678,2.697284053,-0.115,0.169,1.730
1845,19.668,19.394,2.297,-0.258,-0.233,0.075,-1.591,-1.676,0.591,17.343,18.345,4.616,13.821,14.399,4.033,14.887,13.931,2.590666632,0.913,1.255,1.758
1846,19.429,19.152,2.316,-0.251,-0.226,0.075,-2.429,-2.403,0.638,20.053,20.893,4.766,14.848,15.444,4.079,15.487,14.507,2.653098002,1.377,1.794,1.882
1847,19.332,19.054,2.341,-0.236,-0.213,0.075,-2.707,-2.647,0.675,23.112,23.792,5.173,15.766,16.375,4.289,17.072,15.967,2.823923018,1.276,1.711,1.980
1848,19.321,19.043,2.360,-0.224,-0.202,0.075,-2.698,-2.636,0.687,22.457,23.110,5.272,14.695,15.264,4.354,16.630,15.544,2.812553223,0.886,1.290,1.910
1849,19.377,19.100,2.382,-0.188,-0.168,0.075,-2.476,-2.419,0.693,22.742,23.337,5.474,14.769,15.319,4.464,16.797,15.721,2.875405931,-0.076,0.303,1.880
1850,19.387,19.108,2.402,-0.160,-0.141,0.075,-2.581,-2.504,0.723,22.795,23.365,5.589,14.900,15.456,4.552,16.916,15.818,2.924948665,-0.612,-0.241,1.901
1851,19.483,19.202,2.420,-0.117,-0.100,0.074,-3.050,-2.907,0.811,20.773,21.468,5.519,13.843,14.398,4.482,16.463,15.320,2.885390216,-1.313,-0.963,1.973
1852,19.517,19.237,2.435,-0.105,-0.088,0.075,-3.414,-3.219,0.850,20.243,20.957,5.619,12.971,13.503,4.512,16.154,15.012,2.911063977,-0.901,-0.513,2.034
1853,19.442,19.167,2.450,-0.120,-0.103,0.075,-3.985,-3.722,0.867,21.976,22.556,5.846,13.813,14.344,4.630,16.403,15.261,3.006129455,0.835,1.336,2.169
1854,19.498,19.222,2.464,-0.107,-0.090,0.075,-4.113,-3.831,0.887,21.868,22.437,5.908,13.418,13.974,4.696,15.963,14.819,3.024864559,0.761,1.273,2.184
1855,19.716,19.440,2.473,-0.098,-0.082,0.075,-3.953,-3.683,0.879,21.281,21.866,5.986,11.018,11.606,4.643,14.417,13.302,2.972730819,0.673,1.182,2.090
1856,19.767,19.495,2.482,-0.072,-0.056,0.074,-3.953,-3.665,0.899,20.197,20.866,6.060,10.431,11.031,4.841,14.248,13.142,3.033749733,-0.398,0.093,2.001
1857,19.757,19.484,2.491,-0.027,-0.014,0.074,-4.171,-3.847,0.939,17.927,18.723,5.997,11.039,11.605,5.008,14.311,13.203,3.095720401,-2.148,-1.752,1.972
1858,19.736,19.460,2.501,0.000,0.012,0.074,-4.038,-3.726,0.950,15.754,16.727,5.962,9.591,10.116,5.031,14.194,13.111,3.169349399,-2.101,-1.710,2.050
1859,19.931,19.652,2.508,0.006,0.017,0.074,-3.750,-3.464,0.940,16.790,17.736,6.139,9.182,9.749,5.095,14.609,13.512,3.202086863,-1.069,-0.597,2.095
1860,20.267,19.985,2.516,0.022,0.033,0.074,-3.736,-3.436,0.945,17.730,18.632,6.368,8.705,9.293,5.072,14.916,13.781,3.210709987,-0.413,0.093,2.147
1861,20.345,20.063,2.513,0.036,0.046,0.073,-3.563,-3.268,0.928,16.901,17.839,6.347,7.796,8.368,4.984,14.718,13.601,3.18249826,-0.171,0.334,2.126
1862,20.329,20.047,2.504,0.056,0.065,0.069,-2.797,-2.572,0.867,16.271,17.193,6.136,6.911,7.520,4.782,14.160,13.063,3.035037727,-0.968,-0.506,1.973
1863,20.503,20.220,2.492,0.066,0.075,0.067,-2.495,-2.289,0.838,15.154,16.113,6.002,5.652,6.264,4.605,13.559,12.484,2.958614472,-0.965,-0.530,1.943
1864,20.722,20.442,2.474,0.069,0.078,0.066,-2.652,-2.411,0.837,12.334,13.429,5.736,3.935,4.465,4.385,12.624,11.599,2.918712977,-1.182,-0.812,1.860
1865,20.578,20.303,2.443,0.070,0.079,0.064,-2.562,-2.317,0.793,8.565,9.848,5.464,1.743,2.203,4.148,11.440,10.516,2.880447543,0.038,0.386,1.876
1866,20.631,20.354,2.422,0.089,0.097,0.062,-2.150,-1.934,0.732,7.826,9.049,5.382,0.047,0.502,3.917,11.029,10.109,2.812623245,0.298,0.584,1.881
1867,21.016,20.737,2.416,0.100,0.108,0.061,-2.066,-1.833,0.721,6.782,7.991,5.431,-1.329,-0.814,3.883,10.395,9.507,2.789709601,0.804,1.070,2.003
1868,20.782,20.507,2.412,0.106,0.114,0.060,-1.875,-1.653,0.701,4.100,5.451,5.432,-2.592,-2.034,3.934,9.873,9.031,2.78240315,1.787,2.138,2.077
1869,20.621,20.348,2.418,0.135,0.141,0.058,-1.347,-1.174,0.659,2.933,4.286,5.307,-4.277,-3.757,3.908,10.308,9.450,2.793868181,1.205,1.580,2.091
1870,20.604,20.333,2.414,0.170,0.174,0.057,-1.019,-0.868,0.643,1.428,2.807,5.228,-5.408,-4.912,3.886,9.693,8.883,2.783935736,1.044,1.430,2.117
1871,20.790,20.521,2.408,0.217,0.219,0.057,-0.552,-0.447,0.643,-0.283,1.195,5.107,-5.780,-5.331,3.921,8.554,7.829,2.752371475,0.938,1.383,2.023
1872,20.638,20.373,2.407,0.247,0.247,0.057,-0.478,-0.366,0.642,-2.759,-1.160,5.059,-7.999,-7.551,3.857,7.127,6.476,2.697132506,1.067,1.530,1.992
1873,20.424,20.163,2.401,0.287,0.286,0.056,-0.485,-0.347,0.627,-5.823,-4.130,5.070,-11.913,-11.405,3.594,4.226,3.735,2.626795327,1.198,1.573,2.021
1874,20.195,19.938,2.402,0.319,0.316,0.056,-0.840,-0.636,0.662,-7.215,-5.515,5.105,-12.992,-12.507,3.608,3.219,2.763,2.684057261,1.008,1.380,2.044
1875,19.719,19.469,2.411,0.328,0.324,0.057,-1.764,-1.427,0.756,-7.826,-6.178,5.223,-12.808,-12.374,3.722,2.938,2.440,2.734129958,0.812,1.229,2.060
1876,19.389,19.144,2.423,0.341,0.336,0.058,-2.384,-1.956,0.825,-9.935,-8.148,5.276,-14.893,-14.512,3.915,2.983,2.440,2.795038979,1.120,1.622,2.237
1877,19.418,19.177,2.449,0.380,0.372,0.058,-2.846,-2.346,0.876,-10.734,-8.906,5.411,-15.809,-15.394,4.171,2.414,1.877,2.945199194,0.223,0.686,2.219
1878,19.404,19.167,2.454,0.411,0.401,0.060,-3.466,-2.867,0.968,-11.572,-9.782,5.663,-15.367,-14.976,4.504,1.771,1.238,3.109989634,-1.373,-0.960,2.127
1879,19.075,18.843,2.457,0.440,0.428,0.061,-3.981,-3.300,1.044,-12.858,-11.077,5.793,-16.211,-15.841,4.688,1.276,0.751,3.206122692,-1.581,-1.131,2.173
1880,18.622,18.399,2.459,0.468,0.455,0.062,-4.456,-3.697,1.109,-15.709,-13.837,5.851,-19.550,-19.079,4.705,-0.356,-0.776,3.268988829,-0.734,-0.215,2.365
1881,18.285,18.067,2.462,0.490,0.475,0.063,-4.698,-3.897,1.149,-17.164,-15.296,5.876,-20.756,-20.293,4.837,-1.565,-1.951,3.345401838,-1.003,-0.485,2.348
1882,17.594,17.385,2.467,0.516,0.499,0.064,-4.763,-3.950,1.180,-17.515,-15.780,5.907,-19.681,-19.389,5.044,-1.847,-2.302,3.448175068,-1.348,-0.789,2.284
1883,17.250,17.045,2.452,0.527,0.508,0.065,-4.875,-4.036,1.205,-18.492,-16.794,5.934,-20.921,-20.676,5.179,-2.423,-2.862,3.531146604,-1.331,-0.739,2.340
1884,17.455,17.247,2.422,0.511,0.493,0.064,-4.712,-3.883,1.192,-19.988,-18.229,5.841,-24.159,-23.877,5.295,-4.397,-4.714,3.556077063,-1.466,-0.907,2.324
1885,17.248,17.043,2.401,0.521,0.502,0.064,-4.737,-3.893,1.203,-21.357,-19.595,5.882,-25.693,-25.433,5.472,-5.193,-5.479,3.646665377,-1.987,-1.463,2.356
1886,16.998,16.799,2.368,0.545,0.525,0.066,-4.942,-4.052,1.230,-22.424,-20.679,5.968,-26.905,-26.683,5.656,-4.661,-4.961,3.71680631,-2.553,-2.042,2.483
1887,16.365,16.175,2.335,0.554,0.532,0.067,-5.309,-4.356,1.278,-23.480,-21.805,6.026,-27.908,-27.694,5.691,-4.068,-4.380,3.857184355,-2.687,-2.178,2.649
1888,16.007,15.825,2.315,0.560,0.537,0.067,-5.290,-4.324,1.290,-25.226,-23.606,6.198,-29.751,-29.569,5.850,-5.455,-5.739,4.050487267,-2.232,-1.717,2.704
1889,15.542,15.369,2.288,0.570,0.547,0.068,-5.027,-4.091,1.262,-26.223,-24.682,6.399,-31.222,-31.108,6.212,-6.408,-6.699,4.1946944,-3.209,-2.718,2.807
1890,15.061,14.896,2.254,0.588,0.564,0.069,-4.783,-3.874,1.249,-28.259,-26.690,6.542,-32.322,-32.238,6.386,-7.295,-7.554,4.338707462,-4.201,-3.761,2.885
1891,14.685,14.525,2.205,0.595,0.570,0.071,-4.490,-3.614,1.246,-31.838,-30.103,6.764,-34.146,-34.074,6.553,-8.909,-9.047,4.513548737,-4.891,-4.467,3.002
1892,14.263,14.109,2.175,0.618,0.592,0.073,-3.976,-3.164,1.220,-32.970,-31.265,6.841,-35.542,-35.472,6.631,-10.103,-10.204,4.661331016,-5.574,-5.194,3.151
1893,13.850,13.706,2.160,0.676,0.648,0.075,-3.062,-2.367,1.177,-32.851,-31.234,6.697,-35.590,-35.496,6.524,-10.982,-11.084,4.806807062,-7.593,-7.394,3.403
1894,13.179,13.042,2.131,0.705,0.676,0.077,-2.559,-1.931,1.158,-34.197,-32.582,6.779,-36.309,-36.229,6.542,-11.479,-11.574,4.907190317,-8.591,-8.447,3.495
1895,12.251,12.119,2.096,0.704,0.676,0.077,-2.300,-1.717,1.147,-34.745,-33.252,6.933,-37.815,-37.754,6.578,-11.364,-11.503,4.973760276,-7.942,-7.677,3.419
1896,11.520,11.394,2.072,0.729,0.700,0.079,-1.645,-1.150,1.114,-34.748,-33.347,6.936,-38.760,-38.718,6.576,-11.896,-12.040,5.018541334,-8.694,-8.470,3.443
1897,10.788,10.669,2.052,0.762,0.733,0.080,-1.063,-0.644,1.075,-36.036,-34.577,6.957,-39.703,-39.743,6.671,-12.620,-12.733,4.991492137,-10.681,-10.566,3.415
1898,9.959,9.847,2.029,0.804,0.772,0.082,-0.433,-0.095,1.058,-36.612,-35.163,6.952,-40.041,-40.069,6.613,-13.301,-13.389,4.973983844,-11.635,-11.626,3.394
1899,8.964,8.856,1.997,0.832,0.800,0.083,0.373,0.599,1.033,-37.073,-35.606,6.975,-39.920,-39.965,6.513,-12.841,-12.958,4.90141533,-12.252,-12.295,3.346
1900,8.023,7.918,1.971,0.874,0.842,0.085,1.931,1.951,1.013,-37.012,-35.545,6.918,-39.308,-39.358,6.292,-12.591,-12.755,4.842116022,-12.709,-12.847,3.408
1901,7.077,6.978,1.947,0.901,0.868,0.086,2.595,2.513,1.023,-35.566,-34.138,6.864,-38.994,-39.075,6.239,-11.495,-11.708,4.763280248,-13.903,-14.147,3.427
1902,5.894,5.801,1.909,0.909,0.877,0.087,2.665,2.547,1.047,-33.845,-32.442,6.960,-38.804,-38.937,6.339,-8.263,-8.605,4.637034092,-14.615,-14.896,3.377
1903,4.711,4.622,1.885,0.920,0.889,0.087,3.108,2.899,1.066,-31.759,-30.362,6.882,-37.404,-37.560,6.246,-6.204,-6.604,4.487928408,-15.638,-15.978,3.343
1904,3.639,3.558,1.875,0.937,0.905,0.087,3.476,3.170,1.081,-26.712,-25.423,6.412,-35.148,-35.304,6.044,-4.711,-5.097,4.302467866,-18.669,-19.193,3.394
1905,2.546,2.470,1.863,0.944,0.914,0.087,3.761,3.381,1.110,-23.397,-22.154,6.344,-33.355,-33.515,6.013,-3.071,-3.494,4.249092515,-19.605,-20.212,3.470
1906,1.209,1.135,1.847,0.951,0.921,0.088,4.323,3.835,1.164,-22.393,-21.079,6.639,-31.852,-31.987,6.025,-1.022,-1.550,4.243633949,-18.655,-19.222,3.450
1907,0.041,-0.031,1.839,0.943,0.914,0.088,4.599,4.029,1.198,-19.362,-18.043,6.623,-28.575,-28.728,5.897,0.688,0.141,4.210496048,-18.636,-19.209,3.488
1908,-0.856,-0.928,1.846,0.924,0.898,0.086,4.429,3.829,1.196,-14.807,-13.516,6.550,-24.008,-24.183,5.772,1.678,1.188,4.232877805,-18.782,-19.384,3.673
1909,-1.887,-1.959,1.842,0.900,0.876,0.085,4.321,3.698,1.209,-11.030,-9.777,6.597,-20.409,-20.673,5.755,3.241,2.732,4.218243492,-17.675,-18.259,3.830
1910,-3.006,-3.074,1.837,0.870,0.848,0.083,4.556,3.858,1.241,-6.629,-5.475,6.624,-16.728,-17.041,5.761,5.567,5.005,4.232683234,-17.444,-18.056,3.842
1911,-4.312,-4.372,1.835,0.828,0.809,0.080,5.099,4.275,1.291,-1.181,-0.195,6.495,-11.433,-11.802,5.692,8.485,7.871,4.188202848,-18.370,-19.039,3.631
1912,-5.325,-5.383,1.839,0.781,0.765,0.077,5.172,4.288,1.306,3.172,4.125,6.645,-7.568,-7.976,5.769,10.657,10.046,4.260110253,-17.402,-18.079,3.603
1913,-6.229,-6.283,1.831,0.728,0.715,0.074,5.307,4.355,1.340,7.348,8.314,7.122,-5.361,-5.818,6.020,13.570,12.913,4.526897237,-15.154,-15.851,3.628
1914,-7.222,-7.274,1.832,0.672,0.663,0.072,5.309,4.317,1.345,11.878,12.724,7.186,-2.099,-2.556,6.056,15.961,15.265,4.634485663,-14.023,-14.719,3.597
1915,-8.273,-8.327,1.845,0.607,0.601,0.069,4.904,3.925,1.294,15.803,16.610,7.071,1.205,0.795,5.934,17.455,16.819,4.587959976,-12.779,-13.424,3.627
1916,-9.059,-9.112,1.856,0.539,0.537,0.066,4.617,3.639,1.262,20.250,20.925,7.162,5.179,4.778,5.901,19.092,18.463,4.634956651,-10.997,-11.597,3.585
1917,-9.747,-9.796,1.863,0.465,0.468,0.063,4.549,3.556,1.245,27.171,27.416,7.095,10.688,10.316,5.895,21.794,21.030,4.752446326,-10.034,-10.631,3.472
1918,-10.452,-10.498,1.870,0.397,0.403,0.061,4.227,3.252,1.206,30.727,30.754,7.105,14.146,13.795,5.853,22.898,22.112,4.7614317,-8.204,-8.729,3.367
1919,-11.027,-11.071,1.871,0.326,0.336,0.059,3.486,2.584,1.128,31.681,31.606,7.141,16.341,15.970,5.764,22.042,21.354,4.624243792,-5.111,-5.492,3.172
1920,-11.420,-11.463,1.873,0.250,0.265,0.058,3.055,2.184,1.075,33.954,33.767,7.371,20.128,19.748,5.719,22.250,21.591,4.54908001,-1.295,-1.494,3.003
1921,-11.784,-11.826,1.883,0.180,0.198,0.058,2.668,1.831,1.028,35.985,35.731,7.385,22.562,22.219,5.576,22.735,22.108,4.527806334,0.655,0.493,2.914
1922,-12.237,-12.277,1.896,0.113,0.135,0.058,2.400,1.588,0.996,35.844,35.710,7.086,22.986,22.753,5.210,23.161,22.592,4.459426647,1.695,1.501,2.801
1923,-12.574,-12.613,1.899,0.047,0.072,0.058,1.897,1.146,0.937,37.114,36.842,7.010,24.351,24.118,5.113,22.889,22.350,4.326089362,3.128,2.980,2.674
1924,-12.702,-12.741,1.902,-0.021,0.008,0.060,1.350,0.673,0.876,41.548,40.892,7.351,27.184,26.878,5.247,23.078,22.507,4.290462117,3.578,3.400,2.725
1925,-12.813,-12.849,1.911,-0.083,-0.050,0.062,0.869,0.258,0.831,42.166,41.438,7.229,27.916,27.646,5.095,22.919,22.381,4.219926791,4.614,4.454,2.622
1926,-12.907,-12.939,1.916,-0.134,-0.100,0.064,0.219,-0.295,0.778,39.264,38.609,6.614,26.324,26.106,4.839,21.956,21.477,4.004880358,5.849,5.802,2.355
1927,-13.031,-13.062,1.919,-0.192,-0.154,0.066,-0.327,-0.761,0.748,38.491,37.741,6.571,26.316,26.116,4.737,20.696,20.273,3.866501015,7.432,7.473,2.316
1928,-13.113,-13.149,1.934,-0.263,-0.222,0.070,-0.770,-1.142,0.728,38.500,37.674,6.771,26.596,26.512,4.562,19.507,19.186,3.832326275,9.794,9.920,2.202
1929,-13.097,-13.133,1.942,-0.311,-0.268,0.073,-1.114,-1.429,0.727,36.869,36.054,6.652,26.309,26.265,4.456,18.258,17.998,3.766867245,11.159,11.332,2.228
1930,-13.167,-13.200,1.941,-0.349,-0.304,0.075,-1.410,-1.670,0.732,34.869,33.974,6.503,25.978,25.876,4.369,16.214,15.986,3.656443498,12.070,12.290,2.451
1931,-13.106,-13.137,1.930,-0.383,-0.337,0.077,-1.747,-1.943,0.749,33.533,32.513,6.658,27.108,26.937,4.543,14.343,14.128,3.603644746,13.511,13.789,2.731
1932,-12.919,-12.948,1.929,-0.411,-0.364,0.079,-2.060,-2.196,0.760,31.032,30.011,6.520,25.944,25.740,4.507,12.316,12.190,3.483897373,14.313,14.613,2.788
1933,-12.419,-12.438,1.935,-0.420,-0.373,0.080,-2.244,-2.333,0.771,26.127,25.374,5.922,22.609,22.363,4.296,10.635,10.651,3.342267594,14.327,14.581,2.673
1934,-12.188,-12.205,1.938,-0.437,-0.390,0.081,-2.450,-2.488,0.788,22.595,21.939,5.726,20.963,20.750,4.306,8.792,8.876,3.282857222,14.339,14.575,2.663
1935,-12.124,-12.146,1.944,-0.460,-0.412,0.082,-2.734,-2.708,0.800,20.114,19.416,5.667,19.775,19.669,4.452,6.354,6.512,3.178562348,14.460,14.703,2.640
1936,-11.802,-11.822,1.943,-0.474,-0.426,0.083,-2.966,-2.887,0.812,16.879,16.236,5.577,17.834,17.747,4.434,4.398,4.636,3.121924389,14.227,14.447,2.616
1937,-11.403,-11.416,1.938,-0.494,-0.445,0.083,-3.190,-3.060,0.826,12.069,11.620,5.606,15.361,15.313,4.304,2.463,2.778,3.082081632,13.132,13.275,2.605
1938,-11.032,-11.043,1.935,-0.490,-0.442,0.083,-3.248,-3.087,0.838,9.074,8.679,5.565,14.011,13.987,4.279,1.136,1.455,3.092029773,12.510,12.623,2.599
1939,-10.530,-10.540,1.929,-0.470,-0.422,0.083,-3.242,-3.059,0.845,7.737,7.276,5.579,13.047,12.950,4.313,0.792,1.055,3.214953729,11.955,12.044,2.606
1940,-9.997,-10.002,1.923,-0.451,-0.405,0.082,-3.238,-3.035,0.846,5.170,4.734,5.516,11.362,11.257,4.276,-0.456,-0.178,3.223164721,11.579,11.663,2.588
1941,-9.380,-9.381,1.916,-0.419,-0.375,0.080,-3.199,-2.981,0.844,2.844,2.423,5.392,10.109,10.088,4.192,-2.144,-1.845,3.202519127,11.794,11.905,2.560
1942,-9.025,-9.022,1.907,-0.380,-0.339,0.077,-2.907,-2.709,0.836,0.524,0.112,5.055,9.371,9.366,4.100,-3.007,-2.766,3.057754152,11.555,11.720,2.442
1943,-8.439,-8.433,1.900,-0.350,-0.311,0.074,-2.667,-2.479,0.816,-2.108,-2.478,4.843,7.715,7.719,4.023,-3.964,-3.738,2.990917346,10.450,10.594,2.346
1944,-7.684,-7.673,1.892,-0.333,-0.295,0.073,-2.448,-2.270,0.781,-5.906,-6.140,4.575,4.034,4.035,3.900,-5.408,-5.110,2.869064835,8.667,8.766,2.235
1945,-7.012,-6.997,1.887,-0.296,-0.260,0.070,-2.185,-2.021,0.753,-8.775,-8.964,4.530,2.868,2.862,3.847,-6.852,-6.533,2.894961403,7.633,7.684,2.206
1946,-6.256,-6.239,1.884,-0.237,-0.205,0.066,-1.682,-1.552,0.719,-10.814,-11.049,4.780,4.142,4.075,4.039,-7.979,-7.694,3.136575452,5.763,5.685,2.244
1947,-5.693,-5.674,1.881,-0.205,-0.174,0.064,-1.477,-1.352,0.697,-13.574,-13.741,4.830,2.463,2.403,3.998,-8.761,-8.504,3.141149433,4.854,4.733,2.278
1948,-5.275,-5.250,1.878,-0.186,-0.156,0.064,-1.634,-1.472,0.689,-17.568,-17.556,4.865,-0.735,-0.721,3.725,-9.663,-9.434,3.022607704,5.399,5.291,2.337
1949,-4.735,-4.708,1.872,-0.149,-0.122,0.062,-1.397,-1.250,0.660,-19.745,-19.702,4.945,-2.192,-2.184,3.681,-10.718,-10.480,3.053772189,4.897,4.773,2.369
1950,-4.249,-4.224,1.863,-0.110,-0.086,0.061,-0.858,-0.769,0.612,-20.342,-20.395,4.936,-3.909,-3.945,3.661,-11.477,-11.224,3.105015755,3.553,3.427,2.395
1951,-3.772,-3.744,1.856,-0.084,-0.061,0.060,-0.659,-0.581,0.597,-22.348,-22.320,5.048,-6.122,-6.153,3.633,-11.979,-11.732,3.108135779,3.046,2.918,2.432
1952,-3.124,-3.089,1.845,-0.049,-0.029,0.058,-0.406,-0.345,0.598,-25.252,-24.985,5.112,-7.803,-7.847,3.623,-12.580,-12.291,3.101228411,2.932,2.777,2.377
1953,-2.614,-2.577,1.837,-0.016,0.001,0.057,-0.218,-0.167,0.588,-26.413,-26.140,5.237,-8.659,-8.722,3.672,-13.424,-13.122,3.156183219,2.579,2.418,2.400
1954,-2.186,-2.149,1.828,0.011,0.026,0.056,-0.166,-0.107,0.574,-27.128,-26.900,5.352,-9.488,-9.557,3.704,-14.174,-13.885,3.181073106,2.316,2.163,2.417
1955,-1.951,-1.916,1.825,0.021,0.034,0.056,-0.537,-0.409,0.572,-27.895,-27.723,5.554,-11.072,-11.099,3.770,-14.357,-14.172,3.143225889,2.395,2.268,2.508
1956,-1.554,-1.515,1.814,0.029,0.041,0.056,-0.590,-0.448,0.570,-29.246,-28.984,5.699,-12.948,-12.943,3.757,-14.763,-14.568,3.130596233,2.426,2.324,2.530
1957,-1.055,-1.008,1.801,0.039,0.050,0.055,-0.479,-0.355,0.543,-30.161,-29.864,5.858,-14.940,-14.921,3.777,-16.445,-16.140,3.252205983,2.636,2.586,2.544
1958,-0.766,-0.719,1.784,0.048,0.058,0.055,-0.467,-0.336,0.532,-29.739,-29.494,5.845,-14.848,-14.815,3.723,-16.001,-15.723,3.183816322,2.115,2.077,2.612
